investment_id,policy_id,investment_type,risk_level,investment_date,amount,fund_manager,initial_nav,units_purchased
INV-217107,POL-827249,Fixed Income Fund,Low-Medium,2023-11-01,324085,UD Simbolon Laksmiwati,1498.48,309.5336
INV-226958,POL-197023,Balanced Fund,Medium,2025-02-17,990872,PD Megantara Hutapea (Persero) Tbk,1063.85,842.8134
INV-879942,POL-683973,Balanced Fund,Medium,2025-03-29,1060951,UD Novitasari,1222.35,943.1247
INV-251467,POL-667726,Balanced Fund,Medium,2025-04-03,5710107,PT Tamba (Persero) Tbk,1398.45,4229.4278
INV-542292,POL-618835,Balanced Fund,Medium,2025-06-07,3489946,Perum Mansur,1261.48,2515.078
INV-799589,POL-226969,Fixed Income Fund,Low-Medium,2025-05-15,516291,UD Pertiwi Saefullah (Persero) Tbk,1393.39,458.9358
INV-534035,POL-854153,Balanced Fund,Medium,2025-03-17,4534512,PD Pangestu,1100.4,3833.7679
INV-290184,POL-272099,Equity Fund,High,2024-11-19,3780714,PD Pudjiastuti (Persero) Tbk,1417.2,2634.4375
INV-593424,POL-162396,Money Market Fund,Low,2025-01-16,3570105,PT Utami Budiyanto (Persero) Tbk,1391.63,2675.328
INV-218149,POL-031948,Fixed Income Fund,Low-Medium,2025-06-08,1543359,PD Sitorus Hutapea,1019.14,1427.6682
INV-704703,POL-519361,Balanced Fund,Medium,2025-01-31,4290425,CV Sihombing Tbk,1312.54,3942.0723
INV-835015,POL-268719,Fixed Income Fund,Low-Medium,2025-02-01,5608751,Perum Suartini Tampubolon,1182.0,4097.9117
INV-417261,POL-970478,Fixed Income Fund,Low-Medium,2025-06-23,1825623,UD Hutapea Hidayat,1381.37,1668.107
INV-009692,POL-726995,Equity Fund,High,2024-07-07,2193583,CV Adriansyah (Persero) Tbk,1385.26,2064.9455
INV-446585,POL-746205,Fixed Income Fund,Low-Medium,2025-06-30,2318237,CV Mandasari Tbk,1229.43,2267.7552
INV-457806,POL-895337,Money Market Fund,Low,2024-08-04,4072542,Perum Hasanah Usada,1190.23,2941.2711
INV-911566,POL-962718,Fixed Income Fund,Low-Medium,2025-04-29,1383778,Perum Mangunsong (Persero) Tbk,1086.14,1049.4743
INV-641208,POL-910453,Sharia Fund,Medium,2023-06-30,2723822,PD Tarihoran,1201.91,1843.3848
INV-579777,POL-592335,Fixed Income Fund,Low-Medium,2025-04-28,138031,PD Rajata Halim Tbk,1211.32,126.0098
INV-657230,POL-749985,Equity Fund,High,2025-06-21,6428423,CV Winarsih (Persero) Tbk,1088.75,5433.8426
INV-167050,POL-295652,Fixed Income Fund,Low-Medium,2024-02-25,876354,PD Saragih,1347.22,656.5969
INV-941327,POL-972792,Money Market Fund,Low,2024-11-20,3162109,UD Ardianto,1283.39,2354.4556
INV-029639,POL-269588,Sharia Fund,Medium,2025-06-28,1119313,PD Maryadi (Persero) Tbk,1087.79,798.4556
INV-157079,POL-567285,Fixed Income Fund,Low-Medium,2025-01-10,976450,Perum Prasetyo (Persero) Tbk,1315.46,710.3904
INV-526665,POL-156864,Balanced Fund,Medium,2024-01-09,2705310,PD Prasetya (Persero) Tbk,1040.67,1849.9323
INV-429618,POL-533400,Fixed Income Fund,Low-Medium,2023-12-27,4359997,CV Wibisono,1049.41,3423.1116
INV-420192,POL-981128,Money Market Fund,Low,2023-08-03,3190584,PD Suwarno Farida,1326.26,2930.874
INV-450800,POL-624644,Equity Fund,High,2025-01-03,2021237,Perum Pradana Namaga,1074.56,1365.0913
INV-605833,POL-266980,Equity Fund,High,2025-04-27,942430,UD Riyanti Zulaika (Persero) Tbk,1394.98,797.0826
INV-060780,POL-707262,Fixed Income Fund,Low-Medium,2023-02-16,4143216,PD Permadi,1073.65,3562.5658
INV-211704,POL-150565,Balanced Fund,Medium,2024-09-20,2897900,PT Salahudin Rahayu,1311.41,1937.499
INV-642261,POL-860663,Equity Fund,High,2024-11-10,5455034,Perum Yuniar Hartati,1162.0,4553.7909
INV-355969,POL-494617,Balanced Fund,Medium,2025-05-13,6577034,UD Rajasa Astuti Tbk,1489.37,4432.8039
INV-762313,POL-649959,Sharia Fund,Medium,2025-01-16,2470649,PT Marbun Yuliarti,1222.65,1682.895
INV-686522,POL-347559,Fixed Income Fund,Low-Medium,2023-06-02,1623230,CV Winarno Winarno Tbk,1488.65,1283.1109
INV-651222,POL-832986,Fixed Income Fund,Low-Medium,2024-05-23,6082221,PT Padmasari,1370.3,5096.9695
INV-737222,POL-921668,Balanced Fund,Medium,2025-05-14,3826144,UD Agustina Adriansyah (Persero) Tbk,1498.98,2722.2716
INV-196643,POL-193947,Equity Fund,High,2025-04-14,515284,CV Ramadan,1321.77,506.219
INV-068850,POL-344519,Money Market Fund,Low,2024-05-11,3915907,UD Yuniar (Persero) Tbk,1095.41,3735.7335
INV-146561,POL-688868,Money Market Fund,Low,2024-12-11,10089153,UD Novitasari,1045.47,9996.6568
INV-181522,POL-904961,Sharia Fund,Medium,2025-03-30,2697776,CV Suwarno (Persero) Tbk,1321.17,2606.856
INV-219690,POL-946072,Sharia Fund,Medium,2023-07-02,3312700,UD Adriansyah (Persero) Tbk,1387.7,3238.4575
INV-719736,POL-190845,Money Market Fund,Low,2024-04-07,2163513,PT Winarno,1268.95,2022.0586
INV-325726,POL-625879,Money Market Fund,Low,2024-12-18,2831255,Perum Lazuardi Handayani,1320.0,2402.1948
INV-948647,POL-973304,Fixed Income Fund,Low-Medium,2024-12-18,2244032,PD Firgantoro,1482.23,1866.2337
INV-682186,POL-186987,Fixed Income Fund,Low-Medium,2024-12-06,8804771,Perum Sitompul (Persero) Tbk,1342.45,7884.1225
INV-261484,POL-155133,Money Market Fund,Low,2025-02-09,362131,Perum Lailasari,1338.41,349.4814
INV-029839,POL-734923,Fixed Income Fund,Low-Medium,2025-03-16,2857916,Perum Wahyudin,1275.77,2025.1469
INV-277086,POL-176408,Balanced Fund,Medium,2025-06-22,2134986,Perum Manullang Pradipta,1298.38,2121.1216
INV-509978,POL-613212,Money Market Fund,Low,2025-03-13,7036843,PD Marbun Palastri,1258.1,5120.4583
INV-463916,POL-448672,Balanced Fund,Medium,2025-06-20,10139508,CV Nainggolan Sihombing (Persero) Tbk,1254.89,6933.3136
INV-488797,POL-139249,Sharia Fund,Medium,2024-10-14,3278544,Perum Marpaung Pradana,1145.78,2922.7476
INV-931375,POL-776816,Money Market Fund,Low,2024-10-27,1908615,Perum Mulyani,1026.55,1430.7325
INV-988511,POL-903145,Fixed Income Fund,Low-Medium,2025-06-24,6642315,CV Melani,1235.03,5410.9839
INV-066323,POL-882854,Equity Fund,High,2023-04-13,1504063,UD Suartini Widiastuti Tbk,1224.24,1195.3636
INV-776530,POL-045527,Sharia Fund,Medium,2023-07-29,2596351,CV Prabowo Wahyudin Tbk,1366.85,1832.5928
INV-290281,POL-507058,Money Market Fund,Low,2025-06-17,3161859,PT Lestari Purwanti Tbk,1421.7,2353.1734
INV-584340,POL-746513,Money Market Fund,Low,2025-06-15,757787,PT Mandasari,1472.62,543.8106
INV-499307,POL-716036,Fixed Income Fund,Low-Medium,2025-07-06,2241282,Perum Halim (Persero) Tbk,1373.97,2162.5603
INV-596587,POL-140253,Sharia Fund,Medium,2024-03-23,3033071,UD Halimah,1171.47,2221.3419
INV-748797,POL-340285,Fixed Income Fund,Low-Medium,2024-12-01,2779816,Perum Suartini,1010.77,2560.1056
INV-444568,POL-657667,Fixed Income Fund,Low-Medium,2025-03-31,4444884,PT Nashiruddin (Persero) Tbk,1462.29,3135.1284
INV-902618,POL-820580,Money Market Fund,Low,2023-03-26,6319043,PT Maryadi,1333.96,4701.9914
INV-539050,POL-156935,Money Market Fund,Low,2025-06-20,7830714,PD Sitompul (Persero) Tbk,1425.11,5224.3321
INV-602966,POL-963463,Money Market Fund,Low,2025-03-03,4302508,CV Megantara Samosir (Persero) Tbk,1499.94,3926.2613
INV-648238,POL-042663,Sharia Fund,Medium,2024-01-10,7971792,Perum Mayasari Putra,1463.07,5327.802
INV-065860,POL-648931,Money Market Fund,Low,2024-02-02,901577,UD Suryono Napitupulu,1033.21,718.6617
INV-905436,POL-014340,Balanced Fund,Medium,2024-08-28,1226671,CV Budiman Tbk,1090.62,1015.7723
INV-188915,POL-640522,Balanced Fund,Medium,2023-05-31,2260487,PT Dabukke Fujiati (Persero) Tbk,1379.27,1786.4384
INV-988527,POL-640082,Money Market Fund,Low,2025-01-05,114321,UD Ardianto Prasasta (Persero) Tbk,1264.71,94.4133
INV-104272,POL-950014,Fixed Income Fund,Low-Medium,2023-11-05,4625987,UD Pratama Gunawan (Persero) Tbk,1082.48,3547.3273
INV-959242,POL-475559,Money Market Fund,Low,2025-05-20,3019360,PT Prasetya Hasanah Tbk,1252.11,2315.8093
INV-057305,POL-904838,Fixed Income Fund,Low-Medium,2025-03-03,2056907,Perum Nainggolan Tbk,1241.85,1507.6343
INV-525201,POL-545141,Fixed Income Fund,Low-Medium,2025-06-30,2712641,PT Suartini Prastuti,1263.75,2199.878
INV-893038,POL-631682,Balanced Fund,Medium,2024-09-16,888739,UD Hutapea Purwanti,1137.52,779.1035
INV-850768,POL-222374,Equity Fund,High,2023-09-04,11556553,PD Yuniar,1183.5,8438.268
INV-946048,POL-816191,Sharia Fund,Medium,2024-02-09,1650614,Perum Prabowo Tbk,1036.46,1609.1372
INV-573228,POL-136707,Fixed Income Fund,Low-Medium,2025-04-22,1781137,PT Wasita (Persero) Tbk,1296.23,1550.5819
INV-647657,POL-523518,Sharia Fund,Medium,2024-08-16,4871316,UD Pradana Tbk,1438.28,4845.2593
INV-762641,POL-647064,Fixed Income Fund,Low-Medium,2022-12-30,3857719,UD Waskita Widodo,1186.7,3197.8559
INV-952468,POL-122067,Sharia Fund,Medium,2024-03-22,1534498,PD Wahyuni,1121.31,1029.5985
INV-013734,POL-801565,Equity Fund,High,2024-11-16,1765293,PD Situmorang Tbk,1056.21,1629.4141
INV-233437,POL-530500,Sharia Fund,Medium,2024-10-16,1673585,Perum Saefullah Setiawan (Persero) Tbk,1332.26,1120.7875
INV-433973,POL-784120,Sharia Fund,Medium,2025-05-17,4968899,CV Marbun,1139.97,4368.1333
INV-275238,POL-085724,Money Market Fund,Low,2024-02-03,1165455,CV Wijaya Tbk,1390.54,886.3228
INV-352749,POL-891382,Sharia Fund,Medium,2024-09-23,3354697,Perum Gunawan Tbk,1432.15,2425.6958
INV-932020,POL-054493,Fixed Income Fund,Low-Medium,2025-01-03,6521931,Perum Maulana,1340.54,4687.4867
INV-478604,POL-799447,Sharia Fund,Medium,2024-08-28,5409800,UD Situmorang Tbk,1339.55,4810.1798
INV-314914,POL-963543,Fixed Income Fund,Low-Medium,2023-06-26,2670673,CV Fujiati,1374.43,2329.7941
INV-947338,POL-810288,Money Market Fund,Low,2025-05-11,5216804,PD Kuswoyo Utama Tbk,1328.04,3724.271
INV-235138,POL-854085,Sharia Fund,Medium,2024-05-02,4267428,UD Mustofa,1484.44,3488.1467
INV-176285,POL-685430,Fixed Income Fund,Low-Medium,2024-09-23,6781972,PT Wahyuni Thamrin,1283.65,5439.8622
INV-038391,POL-463000,Sharia Fund,Medium,2025-07-01,4780795,Perum Pudjiastuti Palastri,1238.17,4420.9946
INV-150358,POL-173970,Fixed Income Fund,Low-Medium,2025-04-14,2687803,Perum Pudjiastuti Novitasari,1256.94,1997.3158
INV-575840,POL-271933,Sharia Fund,Medium,2025-02-05,7107773,PD Pangestu Hakim (Persero) Tbk,1166.55,5471.4554
INV-710711,POL-273516,Fixed Income Fund,Low-Medium,2024-03-17,8599086,Perum Nurdiyanti (Persero) Tbk,1115.33,8057.1336
INV-697599,POL-619023,Money Market Fund,Low,2025-05-26,1428664,Perum Laksmiwati,1301.59,952.6576
INV-896748,POL-736507,Balanced Fund,Medium,2024-02-19,436969,PT Samosir (Persero) Tbk,1055.87,419.7918
INV-850585,POL-333735,Balanced Fund,Medium,2024-11-23,5097581,Perum Hidayat Tbk,1149.41,3519.0735
INV-654363,POL-350783,Fixed Income Fund,Low-Medium,2024-12-09,3116579,Perum Hutagalung Hidayat,1129.62,2231.8609
INV-169469,POL-607080,Balanced Fund,Medium,2025-07-04,1063183,UD Agustina Adriansyah,1435.95,916.2016
INV-145753,POL-474003,Fixed Income Fund,Low-Medium,2025-07-01,1228759,PD Firmansyah (Persero) Tbk,1482.23,1024.8852
INV-071818,POL-703177,Equity Fund,High,2024-09-17,2322299,CV Januar Lazuardi,1013.15,1816.9637
INV-909500,POL-177848,Equity Fund,High,2025-05-28,913113,UD Hastuti Mandasari (Persero) Tbk,1106.14,813.1208
INV-873264,POL-386642,Equity Fund,High,2023-04-22,1094772,CV Maryati,1366.43,925.8732
INV-732599,POL-609915,Money Market Fund,Low,2024-12-18,2123794,PD Tamba Tbk,1380.11,1505.0948
INV-731901,POL-065708,Fixed Income Fund,Low-Medium,2025-06-30,2713958,PT Pranowo Nurdiyanti (Persero) Tbk,1169.14,2042.6598
INV-925754,POL-294188,Money Market Fund,Low,2025-02-23,7291659,PT Sitompul,1331.71,6842.6239
INV-795730,POL-020740,Money Market Fund,Low,2024-01-22,1187183,UD Dongoran Mardhiyah,1155.09,936.682
INV-547196,POL-036118,Equity Fund,High,2024-05-28,3175701,PD Aryani (Persero) Tbk,1230.19,2522.5536
INV-881430,POL-616315,Balanced Fund,Medium,2025-05-17,1069339,PT Tarihoran Budiman,1215.24,849.7789
INV-064633,POL-027821,Equity Fund,High,2024-09-18,3879793,PD Sihombing,1262.18,3722.987
INV-162031,POL-517061,Fixed Income Fund,Low-Medium,2023-03-04,5670005,UD Yuliarti Anggriawan,1247.69,5166.642
INV-555837,POL-890743,Balanced Fund,Medium,2024-03-20,6898810,Perum Mayasari Kusumo,1193.6,5339.9484
INV-483965,POL-009935,Equity Fund,High,2025-05-25,6028564,Perum Palastri,1137.23,5264.4118
INV-261847,POL-463722,Balanced Fund,Medium,2025-02-02,940275,Perum Mandala Sudiati,1346.24,658.344
INV-108929,POL-187346,Fixed Income Fund,Low-Medium,2025-02-06,850547,UD Wijayanti,1095.71,731.5604
INV-582727,POL-339090,Sharia Fund,Medium,2024-06-21,1226621,CV Jailani Oktaviani,1195.15,1069.2745
INV-098869,POL-877237,Equity Fund,High,2023-07-28,2729853,UD Utama Tbk,1358.13,2169.5399
INV-970919,POL-745137,Money Market Fund,Low,2024-05-23,7388718,Perum Uyainah,1286.57,5814.6952
INV-601915,POL-549312,Balanced Fund,Medium,2024-08-27,3425258,Perum Marbun Najmudin Tbk,1210.2,2615.7037
INV-643978,POL-270531,Equity Fund,High,2024-06-26,1426098,UD Wibisono Megantara (Persero) Tbk,1305.8,1235.0987
INV-992976,POL-170028,Equity Fund,High,2024-10-16,2319156,PD Halim (Persero) Tbk,1350.91,1673.5888
INV-712976,POL-686738,Equity Fund,High,2023-08-01,775083,PT Laksita,1213.81,750.7632
INV-094365,POL-051485,Sharia Fund,Medium,2025-03-05,1672758,CV Wahyuni (Persero) Tbk,1260.23,1206.5135
INV-422109,POL-318471,Money Market Fund,Low,2025-04-23,7886249,Perum Utama (Persero) Tbk,1243.44,5763.754
INV-364017,POL-549092,Sharia Fund,Medium,2024-10-19,3187283,UD Haryanto (Persero) Tbk,1485.67,2497.0852
INV-118531,POL-755866,Sharia Fund,Medium,2024-11-14,3001691,PD Iswahyudi (Persero) Tbk,1111.25,2032.3444
INV-577751,POL-317503,Balanced Fund,Medium,2024-08-08,2279502,PT Hidayat Tbk,1332.82,1585.5185
INV-709703,POL-435399,Balanced Fund,Medium,2024-10-28,3097735,Perum Utami Tarihoran,1064.04,2834.818
INV-908076,POL-025779,Equity Fund,High,2024-02-16,3545643,CV Putra Tbk,1033.51,3025.8164
INV-831574,POL-074100,Balanced Fund,Medium,2024-08-08,4853357,PT Maryati (Persero) Tbk,1423.03,3255.5898
INV-135230,POL-791665,Fixed Income Fund,Low-Medium,2023-08-11,2472159,UD Pratiwi Tbk,1228.18,1745.0381
INV-639530,POL-557906,Equity Fund,High,2025-05-04,4202843,Perum Susanti Permata,1176.78,3860.0118
INV-756108,POL-304750,Fixed Income Fund,Low-Medium,2024-07-24,9843622,PT Adriansyah Tbk,1065.95,6748.0071
INV-892229,POL-323827,Equity Fund,High,2025-07-08,6775718,UD Jailani (Persero) Tbk,1134.55,4956.7113
INV-944354,POL-862690,Equity Fund,High,2025-07-03,2750570,CV Permata Suwarno,1472.13,2178.1777
INV-584574,POL-996043,Balanced Fund,Medium,2025-04-22,5756749,PT Oktaviani Tbk,1201.53,5302.6617
INV-501383,POL-289639,Balanced Fund,Medium,2025-07-08,3574255,CV Agustina Hidayanto (Persero) Tbk,1329.04,2491.5108
INV-559814,POL-476841,Balanced Fund,Medium,2025-01-20,7687915,Perum Winarno Hidayanto (Persero) Tbk,1242.97,7563.7299
INV-998682,POL-748392,Fixed Income Fund,Low-Medium,2023-10-26,3707465,UD Mandala Palastri,1446.76,2742.6147
INV-741586,POL-253050,Equity Fund,High,2025-05-08,5432511,PT Riyanti Habibi,1431.47,5211.6889
INV-293478,POL-690772,Equity Fund,High,2023-06-29,6313594,PD Simanjuntak Tbk,1152.26,4604.526
INV-112619,POL-036348,Money Market Fund,Low,2025-06-14,5083192,PT Hariyah Oktaviani,1133.17,4436.4117
INV-040614,POL-427460,Equity Fund,High,2024-01-23,1278073,PD Ramadan (Persero) Tbk,1066.85,1060.2983
INV-928009,POL-248759,Fixed Income Fund,Low-Medium,2024-06-19,3347613,PD Riyanti Halim,1264.94,2330.077
INV-859172,POL-736624,Equity Fund,High,2025-06-08,5627251,UD Tampubolon Nuraini,1061.19,5334.9006
INV-254916,POL-103400,Equity Fund,High,2023-11-07,1733385,PD Nuraini (Persero) Tbk,1200.48,1318.0191
INV-406341,POL-268728,Equity Fund,High,2024-04-14,5388965,UD Putra,1179.6,4475.2151
INV-576439,POL-678900,Equity Fund,High,2024-09-27,2756526,PT Mahendra Agustina (Persero) Tbk,1481.1,2579.4176
INV-707890,POL-084142,Sharia Fund,Medium,2023-11-03,4508645,UD Usada (Persero) Tbk,1191.26,4300.8473
INV-240917,POL-964749,Balanced Fund,Medium,2025-02-18,2556757,UD Samosir,1484.61,1912.5556
INV-184306,POL-598113,Balanced Fund,Medium,2024-07-05,10199051,PD Salahudin Tampubolon,1367.6,6821.7394
INV-544080,POL-610153,Equity Fund,High,2025-04-25,2740868,Perum Yolanda Zulaika Tbk,1257.4,1938.8891
INV-010303,POL-164375,Money Market Fund,Low,2025-04-14,6417812,PT Napitupulu Pranowo (Persero) Tbk,1379.65,5478.5319
INV-222966,POL-931250,Sharia Fund,Medium,2023-06-03,4273195,CV Hakim Waluyo,1315.49,3575.3838
INV-524860,POL-844433,Money Market Fund,Low,2025-06-21,2090423,PD Hutasoit Hutasoit Tbk,1475.97,1552.9185
INV-408224,POL-294433,Sharia Fund,Medium,2024-09-02,3355880,CV Suartini Dongoran Tbk,1148.01,2664.2777
INV-505114,POL-817179,Balanced Fund,Medium,2023-07-20,1584780,PT Hutapea Hidayanto,1323.98,1210.818
INV-240056,POL-274672,Money Market Fund,Low,2024-10-27,2688293,UD Siregar Tbk,1248.19,2038.8045
INV-209515,POL-046577,Balanced Fund,Medium,2025-06-20,1300396,CV Prastuti Tbk,1239.18,1184.7452
INV-062512,POL-850072,Equity Fund,High,2025-06-09,328453,PD Mansur Padmasari (Persero) Tbk,1283.07,240.3887
INV-557736,POL-803545,Equity Fund,High,2023-03-20,83592,UD Pudjiastuti Nurdiyanti,1065.36,62.3605
INV-609132,POL-147227,Fixed Income Fund,Low-Medium,2025-06-22,5578975,Perum Budiman Tbk,1109.17,4168.8973
INV-981239,POL-605748,Balanced Fund,Medium,2023-10-25,2697905,PT Siregar (Persero) Tbk,1036.26,2578.9039
INV-541162,POL-583906,Money Market Fund,Low,2024-10-30,3191812,UD Pratiwi,1017.65,2865.5235
INV-124206,POL-777376,Balanced Fund,Medium,2025-04-07,2346017,PT Wahyudin Tbk,1479.7,1771.2673
INV-228299,POL-405630,Balanced Fund,Medium,2025-04-02,2506365,Perum Simanjuntak Haryanti,1011.74,1988.0411
INV-890601,POL-266389,Balanced Fund,Medium,2025-04-29,1504771,UD Mustofa,1256.91,1132.3456
INV-737811,POL-765852,Sharia Fund,Medium,2023-07-15,3363983,UD Hardiansyah Nababan (Persero) Tbk,1070.37,2376.4013
INV-989727,POL-231750,Sharia Fund,Medium,2025-05-30,9699608,CV Marpaung (Persero) Tbk,1104.81,8043.1809
INV-642770,POL-071193,Money Market Fund,Low,2025-06-08,3683804,Perum Pradana (Persero) Tbk,1180.86,2566.7547
INV-703813,POL-209685,Money Market Fund,Low,2024-03-05,4163922,UD Safitri Tbk,1025.78,2926.4844
INV-942212,POL-241530,Money Market Fund,Low,2024-11-04,3341237,CV Situmorang Tbk,1094.91,2271.9506
INV-748294,POL-856262,Sharia Fund,Medium,2024-09-01,251420,PT Winarno Tbk,1403.3,175.073
INV-913581,POL-636161,Equity Fund,High,2024-03-25,3691258,PT Pratiwi,1355.44,3621.1624
INV-427938,POL-767455,Equity Fund,High,2025-06-06,2575512,PT Nugroho Puspita,1075.23,1961.5596
INV-263592,POL-289556,Balanced Fund,Medium,2025-02-10,818480,Perum Wijaya Waskita Tbk,1096.58,734.9557
INV-106648,POL-159439,Fixed Income Fund,Low-Medium,2024-09-19,7996148,PT Hidayanto,1222.04,5380.234
INV-033688,POL-524244,Equity Fund,High,2024-09-04,3733933,UD Pratiwi,1316.22,2858.8437
INV-541977,POL-033169,Fixed Income Fund,Low-Medium,2024-02-06,1966319,Perum Samosir,1181.78,1435.2322
INV-161273,POL-741366,Fixed Income Fund,Low-Medium,2024-07-14,6353227,CV Utami Tbk,1035.18,4388.2824
INV-943221,POL-823412,Fixed Income Fund,Low-Medium,2025-04-29,470931,CV Mayasari Nasyidah,1239.45,401.5627
INV-337067,POL-073307,Fixed Income Fund,Low-Medium,2025-05-02,6372044,PT Laksmiwati,1433.36,5464.9973
INV-575951,POL-278552,Sharia Fund,Medium,2025-02-28,2579464,PT Prasasta,1122.82,1937.1959
INV-959926,POL-502423,Fixed Income Fund,Low-Medium,2025-01-14,2904490,UD Firgantoro (Persero) Tbk,1224.36,2489.6149
INV-982330,POL-642250,Fixed Income Fund,Low-Medium,2025-03-07,4075852,UD Wahyudin Tarihoran,1006.65,3721.9503
INV-276675,POL-312613,Money Market Fund,Low,2024-06-27,6772708,UD Novitasari Uwais,1393.43,5570.6035
INV-051688,POL-596170,Balanced Fund,Medium,2025-01-18,2846850,PT Yolanda Nasyiah (Persero) Tbk,1435.39,2489.406
INV-314297,POL-178710,Fixed Income Fund,Low-Medium,2025-05-12,2713307,CV Pradana Melani (Persero) Tbk,1474.72,1837.0569
INV-188599,POL-252591,Balanced Fund,Medium,2025-06-30,7597964,PD Laksita Susanti,1329.49,5308.895
INV-617987,POL-264595,Money Market Fund,Low,2025-01-21,1081686,PD Setiawan Lestari Tbk,1249.81,783.5161
INV-993273,POL-809331,Equity Fund,High,2025-03-21,1090027,Perum Firmansyah Pradipta (Persero) Tbk,1280.78,818.1837
INV-116960,POL-428567,Balanced Fund,Medium,2024-12-24,4735806,UD Putra,1092.56,3532.0797
INV-839911,POL-621587,Money Market Fund,Low,2024-10-16,2485854,PD Hutapea,1262.14,1859.5746
INV-477185,POL-579728,Sharia Fund,Medium,2023-09-19,2978621,Perum Prasetyo Pradana,1133.75,2564.3147
INV-198370,POL-803498,Fixed Income Fund,Low-Medium,2025-03-26,2360458,PT Pangestu Tbk,1029.16,2012.9231
INV-063157,POL-332000,Fixed Income Fund,Low-Medium,2025-03-21,1600946,PD Siregar Wibowo,1450.41,1417.8632
INV-878346,POL-267166,Money Market Fund,Low,2024-10-05,3035311,PT Lailasari,1065.01,2525.4771
INV-466622,POL-347742,Money Market Fund,Low,2025-06-14,2335937,PD Palastri Tbk,1117.6,2057.7062
INV-246508,POL-552788,Fixed Income Fund,Low-Medium,2024-10-25,6726176,UD Santoso,1083.38,5889.625
INV-894189,POL-432172,Sharia Fund,Medium,2025-04-07,1782396,UD Marbun,1198.98,1336.1729
INV-095982,POL-842159,Sharia Fund,Medium,2025-06-13,4674348,UD Hassanah Damanik,1164.3,3530.1585
INV-834555,POL-194602,Fixed Income Fund,Low-Medium,2024-09-12,5769603,PT Jailani Tbk,1453.29,5139.0622
INV-785405,POL-000699,Balanced Fund,Medium,2025-03-08,1338916,Perum Hakim Uyainah,1087.36,992.4223
INV-704635,POL-679472,Sharia Fund,Medium,2025-06-13,10021935,Perum Lazuardi,1123.72,6943.1181
INV-762876,POL-263852,Sharia Fund,Medium,2024-12-24,7138639,PT Hartati Narpati,1472.93,6232.2325
INV-158183,POL-312645,Fixed Income Fund,Low-Medium,2023-08-01,4310440,UD Setiawan Megantara (Persero) Tbk,1306.04,2913.6755
INV-002849,POL-841046,Sharia Fund,Medium,2024-07-08,374940,PD Tamba Haryanto,1424.92,265.976
INV-329941,POL-495377,Sharia Fund,Medium,2025-01-16,6153819,CV Maulana Tbk,1007.3,5884.3959
